Job_No,Completed_Date,Part_No,Qty,Comp_Part,Issue_Qty
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,100-0001-RMA             ,1.00000
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,200-0070                 ,1.00000
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,200-0071                 ,1.00000
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,200-0109                 ,2.00000
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,200-0110                 ,1.00000
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,200-0111                 ,1.00000
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,210-0068                 ,4.00000
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,300-0059                 ,2.00000
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,300-0074                 ,2.00000
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,320-0060                 ,1.00000
32877-0000,1/12/2021 12:00:00 AM,102-0001                 ,1.00000,320-0062                 ,1.00000

